id,day,date,teamid,dept,l_id,p_id,notes,amount
2937,18,2025-01-18,400917,RTL,5,,LAN_Rental,-2360
2938,18,2025-01-18,400917,RTL,6,,LAN_Rental,-1840
2939,18,2025-01-18,400917,RTL,4,,LAN_Rental,-2080
2940,18,2025-01-18,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
2941,18,2025-01-18,400918,MKT,6,,"Media C",-6000
2942,18,2025-01-18,400918,MKT,1,,"Media A",-4000
2943,18,2025-01-18,400918,MKT,7,,"Media A",-4000
2944,18,2025-01-18,400918,MKT,2,,"Media A",-5000
2945,18,2025-01-18,400918,MKT,6,,"Media B",-3000
2946,18,2025-01-18,400918,MKT,4,,"Media B",-4000
2947,18,2025-01-18,400918,MKT,1,,"Media B",-2000
2948,18,2025-01-18,400918,MKT,7,,"Media B",-3000
2949,18,2025-01-18,400918,MKT,2,,"Media B",-1000
2950,18,2025-01-18,400918,PMN,,,LAN_Salary,-1400
2951,18,2025-01-18,400918,MKT,,,LAN_Salary,-1400
2952,18,2025-01-18,400918,RTL,6,,LAN_Salary,-1400
2953,18,2025-01-18,400918,RTL,4,,LAN_Salary,-1400
2954,18,2025-01-18,400918,RTL,1,,LAN_Salary,-1400
2955,18,2025-01-18,400918,RTL,7,,LAN_Salary,-1400
2956,18,2025-01-18,400918,RTL,2,,LAN_Salary,-1400
2957,18,2025-01-18,400918,RTL,3,,LAN_Salary,-1400
2958,18,2025-01-18,400918,RTL,5,,LAN_Salary,-1400
2959,18,2025-01-18,400918,RTL,6,1,LAN_Revenue,6420
2960,18,2025-01-18,400918,RTL,6,2,LAN_Revenue,20140
2961,18,2025-01-18,400918,RTL,6,3,LAN_Revenue,22450
2962,18,2025-01-18,400918,RTL,4,1,LAN_Revenue,13225
2963,18,2025-01-18,400918,RTL,4,2,LAN_Revenue,36850
2964,18,2025-01-18,400918,RTL,4,3,LAN_Revenue,11600
2965,18,2025-01-18,400918,RTL,1,3,LAN_Revenue,11610
2966,18,2025-01-18,400918,RTL,7,1,LAN_Revenue,26125
2967,18,2025-01-18,400918,RTL,7,3,LAN_Revenue,6950
2968,18,2025-01-18,400918,RTL,2,1,LAN_Revenue,36309
2969,18,2025-01-18,400918,RTL,2,2,LAN_Revenue,8820
2970,18,2025-01-18,400918,RTL,2,3,LAN_Revenue,16878
2971,18,2025-01-18,400918,RTL,3,3,LAN_Revenue,10465
2972,18,2025-01-18,400918,RTL,5,2,LAN_Revenue,2550
2973,18,2025-01-18,400918,RTL,6,,LAN_Rental,-2760
2974,18,2025-01-18,400918,RTL,4,,LAN_Rental,-1560
2975,18,2025-01-18,400918,RTL,1,,LAN_Rental,-3540
2976,18,2025-01-18,400918,RTL,7,,LAN_Rental,-1600
2977,18,2025-01-18,400918,RTL,2,,LAN_Rental,-3600
2978,18,2025-01-18,400918,RTL,3,,LAN_Rental,-4080
2979,18,2025-01-18,400918,RTL,5,,LAN_Rental,-7080
2980,18,2025-01-18,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
2981,18,2025-01-18,400919,MKT,6,,"Media C",-2000
2982,18,2025-01-18,400919,MKT,2,,"Media C",-2000
2983,18,2025-01-18,400919,MKT,7,,"Media C",-2000
2984,18,2025-01-18,400919,MKT,5,,"Media C",-2000
2985,18,2025-01-18,400919,MKT,4,,"Media C",-2000
2986,18,2025-01-18,400919,MKT,3,,"Media C",-2000
2987,18,2025-01-18,400919,MKT,1,,"Media C",-2000
2988,18,2025-01-18,400919,MKT,6,,"Media B",-5000
2989,18,2025-01-18,400919,MKT,2,,"Media B",-5000
2990,18,2025-01-18,400919,MKT,7,,"Media B",-5000
2991,18,2025-01-18,400919,MKT,5,,"Media B",-5000
2992,18,2025-01-18,400919,MKT,4,,"Media B",-5000
2993,18,2025-01-18,400919,MKT,3,,"Media B",-5000
2994,18,2025-01-18,400919,MKT,1,,"Media B",-5000
2995,18,2025-01-18,400919,MKT,6,,"Media A",-10000
2996,18,2025-01-18,400919,MKT,2,,"Media A",-10000
2997,18,2025-01-18,400919,MKT,7,,"Media A",-10000
2998,18,2025-01-18,400919,MKT,5,,"Media A",-10000
2999,18,2025-01-18,400919,MKT,4,,"Media A",-10000
3000,18,2025-01-18,400919,MKT,3,,"Media A",-10000
3001,18,2025-01-18,400919,MKT,1,,"Media A",-10000
3002,18,2025-01-18,400919,PMN,,,LAN_Salary,-1400
3003,18,2025-01-18,400919,MKT,,,LAN_Salary,-1400
3004,18,2025-01-18,400919,RTL,6,,LAN_Salary,-1400
3005,18,2025-01-18,400919,RTL,2,,LAN_Salary,-1400
3006,18,2025-01-18,400919,RTL,7,,LAN_Salary,-1400
3007,18,2025-01-18,400919,RTL,5,,LAN_Salary,-1400
3008,18,2025-01-18,400919,RTL,4,,LAN_Salary,-1400
3009,18,2025-01-18,400919,RTL,3,,LAN_Salary,-1400
3010,18,2025-01-18,400919,RTL,1,,LAN_Salary,-1400
3011,18,2025-01-18,400919,RTL,6,1,LAN_Revenue,10525
3012,18,2025-01-18,400919,RTL,6,2,LAN_Revenue,27350
3013,18,2025-01-18,400919,RTL,6,3,LAN_Revenue,29200
3014,18,2025-01-18,400919,RTL,2,3,LAN_Revenue,20800
3015,18,2025-01-18,400919,RTL,7,1,LAN_Revenue,43650
3016,18,2025-01-18,400919,RTL,5,1,LAN_Revenue,52425
3017,18,2025-01-18,400919,RTL,5,2,LAN_Revenue,13250
3018,18,2025-01-18,400919,RTL,5,3,LAN_Revenue,45300
3019,18,2025-01-18,400919,RTL,4,3,LAN_Revenue,19450
3020,18,2025-01-18,400919,RTL,3,2,LAN_Revenue,18650
3021,18,2025-01-18,400919,RTL,3,3,LAN_Revenue,31025
3022,18,2025-01-18,400919,RTL,1,1,LAN_Revenue,107150
3023,18,2025-01-18,400919,RTL,1,2,LAN_Revenue,60025
3024,18,2025-01-18,400919,RTL,1,3,LAN_Revenue,13300
3025,18,2025-01-18,400919,RTL,6,,LAN_OverflowRental,-4361
3026,18,2025-01-18,400919,RTL,6,,LAN_Rental,-1840
3027,18,2025-01-18,400919,RTL,2,,LAN_Rental,-3000
3028,18,2025-01-18,400919,RTL,7,,LAN_Rental,-400
3029,18,2025-01-18,400919,RTL,5,,LAN_Rental,-2360
3030,18,2025-01-18,400919,RTL,4,,LAN_Rental,-1040
3031,18,2025-01-18,400919,RTL,3,,LAN_Rental,-1360
3032,18,2025-01-18,400919,RTL,1,,LAN_Rental,-8850
3033,19,2025-01-19,400917,RTL,6,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2187 ",-10000
3034,19,2025-01-19,400917,RTL,6,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2187 ",-39000
3035,19,2025-01-19,400917,RTL,6,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2187 ",-80000
3036,19,2025-01-19,400917,RTL,1,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2189 ",-83200
3037,19,2025-01-19,400917,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2266 ",-42500
3038,19,2025-01-19,400918,RTL,3,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2214 ",-50000
3039,19,2025-01-19,400918,RTL,3,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2214 ",-65000
3040,19,2025-01-19,400918,RTL,3,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2214 ",-48000
3041,19,2025-01-19,400918,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2260 ",-50000
3042,19,2025-01-19,400918,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2260 ",-13130
3043,19,2025-01-19,400918,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2260 ",-80000
3044,19,2025-01-19,400919,RTL,2,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2185 ",-120000
3045,19,2025-01-19,400919,RTL,2,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2185 ",-104000
3046,19,2025-01-19,400919,RTL,2,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2185 ",-80000
3047,19,2025-01-19,400919,RTL,4,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2261 ",-120000
3048,19,2025-01-19,400919,RTL,4,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2261 ",-260000
3049,19,2025-01-19,400919,RTL,4,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2261 ",-192000
3050,19,2025-01-19,400919,RTL,3,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2263 ",-80000
3051,19,2025-01-19,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
3052,19,2025-01-19,400917,MKT,3,,"Media A",-3000
3053,19,2025-01-19,400917,MKT,1,,"Media A",-3000
3054,19,2025-01-19,400917,MKT,7,,"Media A",-3000
3055,19,2025-01-19,400917,MKT,2,,"Media A",-3000
3056,19,2025-01-19,400917,MKT,5,,"Media A",-3000
3057,19,2025-01-19,400917,MKT,6,,"Media A",-3000
3058,19,2025-01-19,400917,MKT,4,,"Media A",-3000
3059,19,2025-01-19,400917,MKT,3,,"Media B",-4000
3060,19,2025-01-19,400917,MKT,1,,"Media B",-4000
3061,19,2025-01-19,400917,MKT,7,,"Media B",-4000
3062,19,2025-01-19,400917,MKT,2,,"Media B",-4000
3063,19,2025-01-19,400917,MKT,5,,"Media B",-4000
3064,19,2025-01-19,400917,MKT,6,,"Media B",-4200
3065,19,2025-01-19,400917,MKT,4,,"Media B",-3200
3066,19,2025-01-19,400917,MKT,3,,"Media C",-5000
3067,19,2025-01-19,400917,MKT,1,,"Media C",-5000
3068,19,2025-01-19,400917,MKT,7,,"Media C",-5000
3069,19,2025-01-19,400917,MKT,2,,"Media C",-5000
3070,19,2025-01-19,400917,MKT,5,,"Media C",-5000
3071,19,2025-01-19,400917,MKT,6,,"Media C",-2200
3072,19,2025-01-19,400917,MKT,4,,"Media C",-2200
3073,19,2025-01-19,400917,PMN,,,LAN_Salary,-1400
3074,19,2025-01-19,400917,MKT,,,LAN_Salary,-1400
3075,19,2025-01-19,400917,RTL,3,,LAN_Salary,-1400
3076,19,2025-01-19,400917,RTL,1,,LAN_Salary,-1400
3077,19,2025-01-19,400917,RTL,7,,LAN_Salary,-1400
3078,19,2025-01-19,400917,RTL,2,,LAN_Salary,-1400
3079,19,2025-01-19,400917,RTL,5,,LAN_Salary,-1400
3080,19,2025-01-19,400917,RTL,6,,LAN_Salary,-1400
3081,19,2025-01-19,400917,RTL,4,,LAN_Salary,-1400
3082,19,2025-01-19,400917,RTL,3,1,LAN_Revenue,22092
3083,19,2025-01-19,400917,RTL,3,3,LAN_Revenue,34260
3084,19,2025-01-19,400917,RTL,1,1,LAN_Revenue,99576
3085,19,2025-01-19,400917,RTL,1,2,LAN_Revenue,61412
3086,19,2025-01-19,400917,RTL,7,1,LAN_Revenue,45600
3087,19,2025-01-19,400917,RTL,7,2,LAN_Revenue,34683
3088,19,2025-01-19,400917,RTL,2,1,LAN_Revenue,65750
3089,19,2025-01-19,400917,RTL,2,2,LAN_Revenue,11264
3090,19,2025-01-19,400917,RTL,2,3,LAN_Revenue,21925
3091,19,2025-01-19,400917,RTL,5,1,LAN_Revenue,25259
3092,19,2025-01-19,400917,RTL,5,3,LAN_Revenue,43032
3093,19,2025-01-19,400917,RTL,6,1,LAN_Revenue,7540
3094,19,2025-01-19,400917,RTL,6,2,LAN_Revenue,23625
3095,19,2025-01-19,400917,RTL,6,3,LAN_Revenue,29550
3096,19,2025-01-19,400917,RTL,4,2,LAN_Revenue,46025
3097,19,2025-01-19,400917,RTL,4,3,LAN_Revenue,25232
3098,19,2025-01-19,400917,RTL,3,,LAN_OverflowRental,-3024
3099,19,2025-01-19,400917,RTL,3,,LAN_Rental,-1360
3100,19,2025-01-19,400917,RTL,1,,LAN_Rental,-11800
3101,19,2025-01-19,400917,RTL,7,,LAN_Rental,-1600
3102,19,2025-01-19,400917,RTL,2,,LAN_OverflowRental,-5696
3103,19,2025-01-19,400917,RTL,2,,LAN_Rental,-1200
3104,19,2025-01-19,400917,RTL,5,,LAN_Rental,-2360
3105,19,2025-01-19,400917,RTL,6,,LAN_Rental,-1840
3106,19,2025-01-19,400917,RTL,4,,LAN_Rental,-2080
3107,19,2025-01-19,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
3108,19,2025-01-19,400918,MKT,6,,"Media C",-6000
3109,19,2025-01-19,400918,MKT,1,,"Media A",-4000
3110,19,2025-01-19,400918,MKT,7,,"Media A",-4000
3111,19,2025-01-19,400918,MKT,2,,"Media A",-5000
3112,19,2025-01-19,400918,MKT,6,,"Media B",-3000
3113,19,2025-01-19,400918,MKT,4,,"Media B",-4000
3114,19,2025-01-19,400918,MKT,1,,"Media B",-2000
3115,19,2025-01-19,400918,MKT,7,,"Media B",-3000
3116,19,2025-01-19,400918,MKT,2,,"Media B",-1000
3117,19,2025-01-19,400918,PMN,,,LAN_Salary,-1400
3118,19,2025-01-19,400918,MKT,,,LAN_Salary,-1400
3119,19,2025-01-19,400918,RTL,6,,LAN_Salary,-1400
3120,19,2025-01-19,400918,RTL,4,,LAN_Salary,-1400
3121,19,2025-01-19,400918,RTL,1,,LAN_Salary,-1400
3122,19,2025-01-19,400918,RTL,7,,LAN_Salary,-1400
3123,19,2025-01-19,400918,RTL,2,,LAN_Salary,-1400
3124,19,2025-01-19,400918,RTL,3,,LAN_Salary,-1400
3125,19,2025-01-19,400918,RTL,5,,LAN_Salary,-1400
3126,19,2025-01-19,400918,RTL,6,1,LAN_Revenue,5040
3127,19,2025-01-19,400918,RTL,6,2,LAN_Revenue,14220
3128,19,2025-01-19,400918,RTL,6,3,LAN_Revenue,12225
3129,19,2025-01-19,400918,RTL,4,1,LAN_Revenue,7774
3130,19,2025-01-19,400918,RTL,4,2,LAN_Revenue,30140
3131,19,2025-01-19,400918,RTL,4,3,LAN_Revenue,10850
3132,19,2025-01-19,400918,RTL,1,3,LAN_Revenue,11370
3133,19,2025-01-19,400918,RTL,7,3,LAN_Revenue,8976
3134,19,2025-01-19,400918,RTL,2,1,LAN_Revenue,36960
3135,19,2025-01-19,400918,RTL,2,2,LAN_Revenue,11172
3136,19,2025-01-19,400918,RTL,2,3,LAN_Revenue,17313
3137,19,2025-01-19,400918,RTL,3,1,LAN_Revenue,5628
3138,19,2025-01-19,400918,RTL,3,2,LAN_Revenue,2210
3139,19,2025-01-19,400918,RTL,3,3,LAN_Revenue,9380
3140,19,2025-01-19,400918,RTL,5,1,LAN_Revenue,6902
3141,19,2025-01-19,400918,RTL,5,2,LAN_Revenue,2448
3142,19,2025-01-19,400918,RTL,5,3,LAN_Revenue,11900
3143,19,2025-01-19,400918,RTL,6,,LAN_Rental,-2760
3144,19,2025-01-19,400918,RTL,4,,LAN_Rental,-1560
3145,19,2025-01-19,400918,RTL,1,,LAN_Rental,-3540
3146,19,2025-01-19,400918,RTL,7,,LAN_Rental,-1600
3147,19,2025-01-19,400918,RTL,2,,LAN_Rental,-3600
3148,19,2025-01-19,400918,RTL,3,,LAN_Rental,-4080
3149,19,2025-01-19,400918,RTL,5,,LAN_Rental,-7080
3150,19,2025-01-19,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
3151,19,2025-01-19,400919,MKT,6,,"Media C",-2000
3152,19,2025-01-19,400919,MKT,2,,"Media C",-2000
3153,19,2025-01-19,400919,MKT,7,,"Media C",-2000
3154,19,2025-01-19,400919,MKT,5,,"Media C",-2000
3155,19,2025-01-19,400919,MKT,4,,"Media C",-2000
3156,19,2025-01-19,400919,MKT,3,,"Media C",-2000
3157,19,2025-01-19,400919,MKT,1,,"Media C",-2000
3158,19,2025-01-19,400919,MKT,6,,"Media B",-5000
3159,19,2025-01-19,400919,MKT,2,,"Media B",-5000
3160,19,2025-01-19,400919,MKT,7,,"Media B",-5000
3161,19,2025-01-19,400919,MKT,5,,"Media B",-5000
3162,19,2025-01-19,400919,MKT,4,,"Media B",-5000
3163,19,2025-01-19,400919,MKT,3,,"Media B",-5000
3164,19,2025-01-19,400919,MKT,1,,"Media B",-5000
3165,19,2025-01-19,400919,MKT,6,,"Media A",-10000
3166,19,2025-01-19,400919,MKT,2,,"Media A",-10000
3167,19,2025-01-19,400919,MKT,7,,"Media A",-10000
3168,19,2025-01-19,400919,MKT,5,,"Media A",-10000
3169,19,2025-01-19,400919,MKT,4,,"Media A",-10000
3170,19,2025-01-19,400919,MKT,3,,"Media A",-10000
3171,19,2025-01-19,400919,MKT,1,,"Media A",-10000
3172,19,2025-01-19,400919,PMN,,,LAN_Salary,-1400
3173,19,2025-01-19,400919,MKT,,,LAN_Salary,-1400
3174,19,2025-01-19,400919,RTL,6,,LAN_Salary,-1400
3175,19,2025-01-19,400919,RTL,2,,LAN_Salary,-1400
3176,19,2025-01-19,400919,RTL,7,,LAN_Salary,-1400
3177,19,2025-01-19,400919,RTL,5,,LAN_Salary,-1400
3178,19,2025-01-19,400919,RTL,4,,LAN_Salary,-1400
3179,19,2025-01-19,400919,RTL,3,,LAN_Salary,-1400
3180,19,2025-01-19,400919,RTL,1,,LAN_Salary,-1400
3181,19,2025-01-19,400919,RTL,6,1,LAN_Revenue,8425
3182,19,2025-01-19,400919,RTL,6,2,LAN_Revenue,24550
3183,19,2025-01-19,400919,RTL,6,3,LAN_Revenue,28650
3184,19,2025-01-19,400919,RTL,2,1,LAN_Revenue,68200
3185,19,2025-01-19,400919,RTL,2,2,LAN_Revenue,12500
3186,19,2025-01-19,400919,RTL,2,3,LAN_Revenue,23150
3187,19,2025-01-19,400919,RTL,7,1,LAN_Revenue,56625
3188,19,2025-01-19,400919,RTL,5,1,LAN_Revenue,22575
3189,19,2025-01-19,400919,RTL,5,2,LAN_Revenue,14500
3190,19,2025-01-19,400919,RTL,5,3,LAN_Revenue,29700
3191,19,2025-01-19,400919,RTL,4,1,LAN_Revenue,14650
3192,19,2025-01-19,400919,RTL,4,2,LAN_Revenue,65450
3193,19,2025-01-19,400919,RTL,4,3,LAN_Revenue,22050
3194,19,2025-01-19,400919,RTL,3,1,LAN_Revenue,25175
3195,19,2025-01-19,400919,RTL,3,2,LAN_Revenue,11475
3196,19,2025-01-19,400919,RTL,3,3,LAN_Revenue,30750
3197,19,2025-01-19,400919,RTL,1,1,LAN_Revenue,101775
3198,19,2025-01-19,400919,RTL,1,2,LAN_Revenue,57425
3199,19,2025-01-19,400919,RTL,1,3,LAN_Revenue,14075
3200,19,2025-01-19,400919,RTL,6,,LAN_OverflowRental,-3773
3201,19,2025-01-19,400919,RTL,6,,LAN_Rental,-1840
3202,19,2025-01-19,400919,RTL,2,,LAN_OverflowRental,-224
3203,19,2025-01-19,400919,RTL,2,,LAN_Rental,-3000
3204,19,2025-01-19,400919,RTL,7,,LAN_Rental,-400
3205,19,2025-01-19,400919,RTL,5,,LAN_Rental,-2360
3206,19,2025-01-19,400919,RTL,4,,LAN_OverflowRental,-2968
3207,19,2025-01-19,400919,RTL,4,,LAN_Rental,-1040
3208,19,2025-01-19,400919,RTL,3,,LAN_Rental,-1360
3209,19,2025-01-19,400919,RTL,1,,LAN_Rental,-8850
3210,20,2025-01-20,400917,RTL,6,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2354 ",-10000
3211,20,2025-01-20,400917,RTL,6,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2354 ",-39000
3212,20,2025-01-20,400917,RTL,6,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2354 ",-48000
3213,20,2025-01-20,400918,RTL,1,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2353 ",-30000
3214,20,2025-01-20,400918,RTL,1,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2353 ",-39000
3215,20,2025-01-20,400918,RTL,1,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2353 ",-48000
3216,20,2025-01-20,400919,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2351 ",-30000
3217,20,2025-01-20,400919,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2351 ",-39000
3218,20,2025-01-20,400919,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2351 ",-48000
3219,20,2025-01-20,400919,RTL,7,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2363 ",-80000
3220,20,2025-01-20,400919,RTL,5,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2365 ",-30000
3221,20,2025-01-20,400919,RTL,5,2,"LAN_Procurement LAN_FinishedGood - PO ID: 2365 ",-39000
3222,20,2025-01-20,400919,RTL,5,3,"LAN_Procurement LAN_FinishedGood - PO ID: 2365 ",-48000
3223,20,2025-01-20,400919,RTL,1,1,"LAN_Procurement LAN_FinishedGood - PO ID: 2367 ",-120000
3224,20,2025-01-20,400917,MKT,,,"LAN_Report LAN_Subscription",-2000
3225,20,2025-01-20,400917,MKT,3,,"Media B",-4000
3226,20,2025-01-20,400917,MKT,1,,"Media B",-4000
3227,20,2025-01-20,400917,MKT,7,,"Media B",-4000
3228,20,2025-01-20,400917,MKT,2,,"Media B",-4000
3229,20,2025-01-20,400917,MKT,5,,"Media B",-4000
3230,20,2025-01-20,400917,MKT,6,,"Media B",-4200
3231,20,2025-01-20,400917,MKT,4,,"Media B",-3200
3232,20,2025-01-20,400917,MKT,3,,"Media C",-5000
3233,20,2025-01-20,400917,MKT,1,,"Media C",-5000
3234,20,2025-01-20,400917,MKT,7,,"Media C",-5000
3235,20,2025-01-20,400917,MKT,2,,"Media C",-5000
3236,20,2025-01-20,400917,MKT,5,,"Media C",-5000
3237,20,2025-01-20,400917,MKT,6,,"Media C",-2200
3238,20,2025-01-20,400917,MKT,4,,"Media C",-2200
3239,20,2025-01-20,400917,MKT,3,,"Media A",-5000
3240,20,2025-01-20,400917,MKT,1,,"Media A",-5000
3241,20,2025-01-20,400917,MKT,7,,"Media A",-5000
3242,20,2025-01-20,400917,MKT,2,,"Media A",-5000
3243,20,2025-01-20,400917,MKT,5,,"Media A",-5000
3244,20,2025-01-20,400917,MKT,6,,"Media A",-5000
3245,20,2025-01-20,400917,MKT,4,,"Media A",-5000
3246,20,2025-01-20,400917,PMN,,,LAN_Salary,-1400
3247,20,2025-01-20,400917,MKT,,,LAN_Salary,-1400
3248,20,2025-01-20,400917,RTL,3,,LAN_Salary,-1400
3249,20,2025-01-20,400917,RTL,1,,LAN_Salary,-1400
3250,20,2025-01-20,400917,RTL,7,,LAN_Salary,-1400
3251,20,2025-01-20,400917,RTL,2,,LAN_Salary,-1400
3252,20,2025-01-20,400917,RTL,5,,LAN_Salary,-1400
3253,20,2025-01-20,400917,RTL,6,,LAN_Salary,-1400
3254,20,2025-01-20,400917,RTL,4,,LAN_Salary,-1400
3255,20,2025-01-20,400917,RTL,3,1,LAN_Revenue,20580
3256,20,2025-01-20,400917,RTL,3,3,LAN_Revenue,42300
3257,20,2025-01-20,400917,RTL,1,1,LAN_Revenue,92136
3258,20,2025-01-20,400917,RTL,1,2,LAN_Revenue,52962
3259,20,2025-01-20,400917,RTL,7,1,LAN_Revenue,42720
3260,20,2025-01-20,400917,RTL,7,2,LAN_Revenue,34782
3261,20,2025-01-20,400917,RTL,2,1,LAN_Revenue,60192
3262,20,2025-01-20,400917,RTL,2,2,LAN_Revenue,12840
3263,20,2025-01-20,400917,RTL,2,3,LAN_Revenue,20378
3264,20,2025-01-20,400917,RTL,5,1,LAN_Revenue,25636
3265,20,2025-01-20,400917,RTL,5,3,LAN_Revenue,47751
3266,20,2025-01-20,400917,RTL,6,1,LAN_Revenue,7920
3267,20,2025-01-20,400917,RTL,6,2,LAN_Revenue,23000
3268,20,2025-01-20,400917,RTL,6,3,LAN_Revenue,35325
3269,20,2025-01-20,400917,RTL,4,2,LAN_Revenue,40656
3270,20,2025-01-20,400917,RTL,4,3,LAN_Revenue,23936
3271,20,2025-01-20,400917,RTL,3,,LAN_OverflowRental,-2664
3272,20,2025-01-20,400917,RTL,3,,LAN_Rental,-1360
3273,20,2025-01-20,400917,RTL,1,,LAN_Rental,-11800
3274,20,2025-01-20,400917,RTL,7,,LAN_Rental,-1600
3275,20,2025-01-20,400917,RTL,2,,LAN_OverflowRental,-5024
3276,20,2025-01-20,400917,RTL,2,,LAN_Rental,-1200
3277,20,2025-01-20,400917,RTL,5,,LAN_Rental,-2360
3278,20,2025-01-20,400917,RTL,6,,LAN_Rental,-1840
3279,20,2025-01-20,400917,RTL,4,,LAN_Rental,-2080
3280,20,2025-01-20,400917,FIN,,,"LAN_Interest LAN_Income",1211
3281,20,2025-01-20,400917,FIN,,,"LAN_Bank LAN_Fee",-200
3282,20,2025-01-20,400918,MKT,,,"LAN_Report LAN_Subscription",-2000
3283,20,2025-01-20,400918,MKT,6,,"Media C",-6000
3284,20,2025-01-20,400918,MKT,6,,"Media B",-3000
3285,20,2025-01-20,400918,MKT,4,,"Media B",-4000
3286,20,2025-01-20,400918,MKT,1,,"Media B",-2000
3287,20,2025-01-20,400918,MKT,7,,"Media B",-3000
3288,20,2025-01-20,400918,MKT,2,,"Media B",-1000
3289,20,2025-01-20,400918,MKT,1,,"Media A",-20000
3290,20,2025-01-20,400918,MKT,7,,"Media A",-20000
3291,20,2025-01-20,400918,MKT,2,,"Media A",-30000
3292,20,2025-01-20,400918,PMN,,,LAN_Salary,-1400
3293,20,2025-01-20,400918,MKT,,,LAN_Salary,-1400
3294,20,2025-01-20,400918,RTL,6,,LAN_Salary,-1400
3295,20,2025-01-20,400918,RTL,4,,LAN_Salary,-1400
3296,20,2025-01-20,400918,RTL,1,,LAN_Salary,-1400
3297,20,2025-01-20,400918,RTL,7,,LAN_Salary,-1400
3298,20,2025-01-20,400918,RTL,2,,LAN_Salary,-1400
3299,20,2025-01-20,400918,RTL,3,,LAN_Salary,-1400
3300,20,2025-01-20,400918,RTL,5,,LAN_Salary,-1400
3301,20,2025-01-20,400918,RTL,6,1,LAN_Revenue,5460
3302,20,2025-01-20,400918,RTL,6,2,LAN_Revenue,6140
3303,20,2025-01-20,400918,RTL,4,1,LAN_Revenue,6660
3304,20,2025-01-20,400918,RTL,4,2,LAN_Revenue,35154
3305,20,2025-01-20,400918,RTL,4,3,LAN_Revenue,8092
3306,20,2025-01-20,400918,RTL,1,1,LAN_Revenue,60875
3307,20,2025-01-20,400918,RTL,1,2,LAN_Revenue,30864
3308,20,2025-01-20,400918,RTL,1,3,LAN_Revenue,11700
3309,20,2025-01-20,400918,RTL,7,3,LAN_Revenue,7854
3310,20,2025-01-20,400918,RTL,2,1,LAN_Revenue,49336
3311,20,2025-01-20,400918,RTL,2,2,LAN_Revenue,10416
3312,20,2025-01-20,400918,RTL,2,3,LAN_Revenue,10904
3313,20,2025-01-20,400918,RTL,3,1,LAN_Revenue,6076
3314,20,2025-01-20,400918,RTL,3,2,LAN_Revenue,2040
3315,20,2025-01-20,400918,RTL,3,3,LAN_Revenue,9590
3316,20,2025-01-20,400918,RTL,5,1,LAN_Revenue,6757
3317,20,2025-01-20,400918,RTL,5,2,LAN_Revenue,2788
3318,20,2025-01-20,400918,RTL,5,3,LAN_Revenue,12274
3319,20,2025-01-20,400918,RTL,6,,LAN_Rental,-2760
3320,20,2025-01-20,400918,RTL,4,,LAN_Rental,-1560
3321,20,2025-01-20,400918,RTL,1,,LAN_Rental,-3540
3322,20,2025-01-20,400918,RTL,7,,LAN_Rental,-1600
3323,20,2025-01-20,400918,RTL,2,,LAN_Rental,-3600
3324,20,2025-01-20,400918,RTL,3,,LAN_Rental,-4080
3325,20,2025-01-20,400918,RTL,5,,LAN_Rental,-7080
3326,20,2025-01-20,400918,FIN,,,"LAN_Interest LAN_Income",691
3327,20,2025-01-20,400918,FIN,,,"LAN_Bank LAN_Fee",-200
3328,20,2025-01-20,400919,MKT,,,"LAN_Report LAN_Subscription",-2000
