id,day,date,teamid,dept,l_id,p_id,product,unit_sold,c_id,client,price,cogs,trxid,tpe,sales_amount
2129,13,2025-01-13,400918,RTL,7,2,"Hot Chocolate",581,,,22.00,7210.00,,LAN_Retail,12782
2130,13,2025-01-13,400918,RTL,7,3,"Bubble Milk Tea",186,,,25.00,2976.00,,LAN_Retail,4650
2131,13,2025-01-13,400918,RTL,2,1,Americano,1009,,,29.00,10090.00,,LAN_Retail,29261
2132,13,2025-01-13,400918,RTL,2,2,"Hot Chocolate",271,,,27.00,3363.00,,LAN_Retail,7317
2133,13,2025-01-13,400918,RTL,2,3,"Bubble Milk Tea",479,,,38.00,7664.00,,LAN_Retail,18202
2134,13,2025-01-13,400918,RTL,3,1,Americano,235,,,29.00,2350.00,,LAN_Retail,6815
2135,13,2025-01-13,400918,RTL,3,2,"Hot Chocolate",148,,,30.00,1837.00,,LAN_Retail,4440
2136,13,2025-01-13,400918,RTL,3,3,"Bubble Milk Tea",279,,,34.00,4464.00,,LAN_Retail,9486
2137,13,2025-01-13,400918,RTL,5,1,Americano,217,,,30.00,2170.00,,LAN_Retail,6510
2138,13,2025-01-13,400918,RTL,5,2,"Hot Chocolate",75,,,34.00,931.00,,LAN_Retail,2550
2139,13,2025-01-13,400918,RTL,5,3,"Bubble Milk Tea",346,,,33.00,5536.00,,LAN_Retail,11418
2172,13,2025-01-13,400919,RTL,6,1,Americano,281,,,20.00,2810.00,,LAN_Retail,5620
2173,13,2025-01-13,400919,RTL,6,2,"Hot Chocolate",736,,,20.00,9568.00,,LAN_Retail,14720
2174,13,2025-01-13,400919,RTL,6,3,"Bubble Milk Tea",906,,,20.00,14496.00,,LAN_Retail,18120
2175,13,2025-01-13,400919,RTL,2,1,Americano,1638,,,20.00,16380.00,,LAN_Retail,32760
2176,13,2025-01-13,400919,RTL,2,2,"Hot Chocolate",367,,,20.00,4771.00,,LAN_Retail,7340
2177,13,2025-01-13,400919,RTL,7,1,Americano,1155,,,20.00,11550.00,,LAN_Retail,23100
2178,13,2025-01-13,400919,RTL,5,1,Americano,883,,,20.00,8830.00,,LAN_Retail,17660
2179,13,2025-01-13,400919,RTL,5,2,"Hot Chocolate",371,,,20.00,4823.00,,LAN_Retail,7420
2180,13,2025-01-13,400919,RTL,5,3,"Bubble Milk Tea",1086,,,20.00,17376.00,,LAN_Retail,21720
2181,13,2025-01-13,400919,RTL,4,1,Americano,439,,,20.00,4390.00,,LAN_Retail,8780
2182,13,2025-01-13,400919,RTL,4,2,"Hot Chocolate",1506,,,20.00,19578.00,,LAN_Retail,30120
2183,13,2025-01-13,400919,RTL,4,3,"Bubble Milk Tea",643,,,20.00,10288.00,,LAN_Retail,12860
2184,13,2025-01-13,400919,RTL,3,3,"Bubble Milk Tea",952,,,20.00,15232.00,,LAN_Retail,19040
2185,13,2025-01-13,400919,RTL,1,1,Americano,2385,,,21.00,23850.00,,LAN_Retail,50085
2186,13,2025-01-13,400919,RTL,1,2,"Hot Chocolate",1522,,,23.00,19786.00,,LAN_Retail,35006
2187,13,2025-01-13,400919,RTL,1,3,"Bubble Milk Tea",550,,,22.00,8800.00,,LAN_Retail,12100
2244,14,2025-01-14,400917,RTL,3,1,Americano,864,,,30.00,7419.00,,LAN_Retail,25920
2245,14,2025-01-14,400917,RTL,3,3,"Bubble Milk Tea",1010,,,36.00,15932.00,,LAN_Retail,36360
2246,14,2025-01-14,400917,RTL,1,1,Americano,2649,,,26.00,22746.00,,LAN_Retail,68874
2247,14,2025-01-14,400917,RTL,1,2,"Hot Chocolate",1689,,,28.00,20399.00,,LAN_Retail,47292
2248,14,2025-01-14,400917,RTL,7,1,Americano,834,,,32.00,7161.00,,LAN_Retail,26688
2249,14,2025-01-14,400917,RTL,7,2,"Hot Chocolate",523,,,35.00,6317.00,,LAN_Retail,18305
2250,14,2025-01-14,400917,RTL,2,1,Americano,1562,,,30.00,13412.00,,LAN_Retail,46860
2251,14,2025-01-14,400917,RTL,2,2,"Hot Chocolate",407,,,30.00,4916.00,,LAN_Retail,12210
2252,14,2025-01-14,400917,RTL,2,3,"Bubble Milk Tea",787,,,30.00,12414.00,,LAN_Retail,23610
2253,14,2025-01-14,400917,RTL,5,1,Americano,699,,,30.00,6002.00,,LAN_Retail,20970
2254,14,2025-01-14,400917,RTL,5,3,"Bubble Milk Tea",1155,,,35.00,18219.00,,LAN_Retail,40425
2255,14,2025-01-14,400917,RTL,6,1,Americano,337,,,22.00,2894.00,,LAN_Retail,7414
2256,14,2025-01-14,400917,RTL,6,2,"Hot Chocolate",924,,,25.00,11160.00,,LAN_Retail,23100
2257,14,2025-01-14,400917,RTL,6,3,"Bubble Milk Tea",1088,,,25.00,17162.00,,LAN_Retail,27200
2258,14,2025-01-14,400917,RTL,4,2,"Hot Chocolate",1370,,,35.00,16546.00,,LAN_Retail,47950
2259,14,2025-01-14,400917,RTL,4,3,"Bubble Milk Tea",680,,,38.00,10726.00,,LAN_Retail,25840
2283,14,2025-01-14,400918,RTL,6,1,Americano,161,,,20.00,1610.00,,LAN_Retail,3220
2284,14,2025-01-14,400918,RTL,6,2,"Hot Chocolate",358,,,20.00,4475.00,,LAN_Retail,7160
2285,14,2025-01-14,400918,RTL,6,3,"Bubble Milk Tea",446,,,25.00,7136.00,,LAN_Retail,11150
2286,14,2025-01-14,400918,RTL,4,1,Americano,322,,,23.00,3220.00,,LAN_Retail,7406
2287,14,2025-01-14,400918,RTL,4,2,"Hot Chocolate",1492,,,22.00,18650.00,,LAN_Retail,32824
2288,14,2025-01-14,400918,RTL,4,3,"Bubble Milk Tea",456,,,25.00,7296.00,,LAN_Retail,11400
2289,14,2025-01-14,400918,RTL,1,1,Americano,2249,,,25.00,22490.00,,LAN_Retail,56225
2290,14,2025-01-14,400918,RTL,1,2,"Hot Chocolate",1234,,,23.00,15425.00,,LAN_Retail,28382
2291,14,2025-01-14,400918,RTL,1,3,"Bubble Milk Tea",434,,,27.00,6944.00,,LAN_Retail,11718
2292,14,2025-01-14,400918,RTL,7,1,Americano,783,,,28.00,7830.00,,LAN_Retail,21924
2293,14,2025-01-14,400918,RTL,7,2,"Hot Chocolate",567,,,22.00,7087.00,,LAN_Retail,12474
2294,14,2025-01-14,400918,RTL,7,3,"Bubble Milk Tea",200,,,25.00,3200.00,,LAN_Retail,5000
2295,14,2025-01-14,400918,RTL,2,1,Americano,1068,,,29.00,10680.00,,LAN_Retail,30972
2296,14,2025-01-14,400918,RTL,2,2,"Hot Chocolate",242,,,27.00,3025.00,,LAN_Retail,6534
2297,14,2025-01-14,400918,RTL,2,3,"Bubble Milk Tea",384,,,38.00,6144.00,,LAN_Retail,14592
2298,14,2025-01-14,400918,RTL,3,1,Americano,306,,,26.00,3060.00,,LAN_Retail,7956
2299,14,2025-01-14,400918,RTL,3,2,"Hot Chocolate",175,,,28.00,2187.00,,LAN_Retail,4900
2300,14,2025-01-14,400918,RTL,3,3,"Bubble Milk Tea",271,,,31.00,4336.00,,LAN_Retail,8401
2301,14,2025-01-14,400918,RTL,5,1,Americano,198,,,30.00,1980.00,,LAN_Retail,5940
2302,14,2025-01-14,400918,RTL,5,2,"Hot Chocolate",105,,,30.00,1312.00,,LAN_Retail,3150
2303,14,2025-01-14,400918,RTL,5,3,"Bubble Milk Tea",351,,,28.00,5616.00,,LAN_Retail,9828
2336,14,2025-01-14,400919,RTL,6,1,Americano,278,,,20.00,2780.00,,LAN_Retail,5560
2337,14,2025-01-14,400919,RTL,6,2,"Hot Chocolate",731,,,20.00,9503.00,,LAN_Retail,14620
2338,14,2025-01-14,400919,RTL,6,3,"Bubble Milk Tea",885,,,20.00,14160.00,,LAN_Retail,17700
2339,14,2025-01-14,400919,RTL,2,1,Americano,1882,,,20.00,18820.00,,LAN_Retail,37640
2340,14,2025-01-14,400919,RTL,2,2,"Hot Chocolate",429,,,20.00,5577.00,,LAN_Retail,8580
2341,14,2025-01-14,400919,RTL,2,3,"Bubble Milk Tea",686,,,20.00,10976.00,,LAN_Retail,13720
2342,14,2025-01-14,400919,RTL,7,1,Americano,1155,,,20.00,11550.00,,LAN_Retail,23100
2343,14,2025-01-14,400919,RTL,5,1,Americano,852,,,20.00,8520.00,,LAN_Retail,17040
2344,14,2025-01-14,400919,RTL,5,2,"Hot Chocolate",374,,,20.00,4862.00,,LAN_Retail,7480
2345,14,2025-01-14,400919,RTL,5,3,"Bubble Milk Tea",1141,,,20.00,18256.00,,LAN_Retail,22820
2346,14,2025-01-14,400919,RTL,4,1,Americano,445,,,20.00,4450.00,,LAN_Retail,8900
2347,14,2025-01-14,400919,RTL,4,2,"Hot Chocolate",1400,,,20.00,18200.00,,LAN_Retail,28000
2348,14,2025-01-14,400919,RTL,4,3,"Bubble Milk Tea",629,,,20.00,10064.00,,LAN_Retail,12580
2349,14,2025-01-14,400919,RTL,3,3,"Bubble Milk Tea",904,,,20.00,14464.00,,LAN_Retail,18080
2350,14,2025-01-14,400919,RTL,1,1,Americano,2566,,,21.00,25660.00,,LAN_Retail,53886
2351,14,2025-01-14,400919,RTL,1,2,"Hot Chocolate",1604,,,23.00,20852.00,,LAN_Retail,36892
2352,14,2025-01-14,400919,RTL,1,3,"Bubble Milk Tea",512,,,22.00,8192.00,,LAN_Retail,11264
2398,15,2025-01-15,400917,RTL,3,1,Americano,2666,,,30.00,22892.00,,LAN_Retail,79980
2399,15,2025-01-15,400917,RTL,3,3,"Bubble Milk Tea",3238,,,36.00,51076.00,,LAN_Retail,116568
2400,15,2025-01-15,400917,RTL,1,1,Americano,9330,,,24.00,80112.00,,LAN_Retail,223920
2401,15,2025-01-15,400917,RTL,1,2,"Hot Chocolate",5145,,,26.00,62140.00,,LAN_Retail,133770
2402,15,2025-01-15,400917,RTL,7,1,Americano,3668,,,30.00,31495.00,,LAN_Retail,110040
2403,15,2025-01-15,400917,RTL,7,2,"Hot Chocolate",2599,,,33.00,31390.00,,LAN_Retail,85767
2404,15,2025-01-15,400917,RTL,2,1,Americano,5231,,,30.00,44916.00,,LAN_Retail,156930
2405,15,2025-01-15,400917,RTL,2,2,"Hot Chocolate",1745,,,30.00,21076.00,,LAN_Retail,52350
2406,15,2025-01-15,400917,RTL,2,3,"Bubble Milk Tea",1539,,,30.00,24276.00,,LAN_Retail,46170
2407,15,2025-01-15,400917,RTL,5,3,"Bubble Milk Tea",3858,,,35.00,60855.00,,LAN_Retail,135030
2408,15,2025-01-15,400917,RTL,6,1,Americano,1533,,,22.00,13163.00,,LAN_Retail,33726
2409,15,2025-01-15,400917,RTL,6,2,"Hot Chocolate",3098,,,25.00,37417.00,,LAN_Retail,77450
2410,15,2025-01-15,400917,RTL,6,3,"Bubble Milk Tea",3605,,,25.00,56865.00,,LAN_Retail,90125
2411,15,2025-01-15,400917,RTL,4,2,"Hot Chocolate",4299,,,35.00,51922.00,,LAN_Retail,150465
2412,15,2025-01-15,400917,RTL,4,3,"Bubble Milk Tea",2438,,,38.00,38457.00,,LAN_Retail,92644
2438,15,2025-01-15,400918,RTL,6,1,Americano,681,,,20.00,6591.00,,LAN_Retail,13620
2439,15,2025-01-15,400918,RTL,6,2,"Hot Chocolate",1560,,,20.00,19543.00,,LAN_Retail,31200
2440,15,2025-01-15,400918,RTL,6,3,"Bubble Milk Tea",1781,,,25.00,28496.00,,LAN_Retail,44525
2441,15,2025-01-15,400918,RTL,4,1,Americano,1590,,,23.00,15389.00,,LAN_Retail,36570
2442,15,2025-01-15,400918,RTL,4,2,"Hot Chocolate",5402,,,22.00,67673.00,,LAN_Retail,118844
2443,15,2025-01-15,400918,RTL,4,3,"Bubble Milk Tea",1851,,,25.00,29616.00,,LAN_Retail,46275
2444,15,2025-01-15,400918,RTL,1,1,Americano,7383,,,25.00,71456.00,,LAN_Retail,184575
2445,15,2025-01-15,400918,RTL,1,2,"Hot Chocolate",2248,,,23.00,28161.00,,LAN_Retail,51704
2446,15,2025-01-15,400918,RTL,1,3,"Bubble Milk Tea",1840,,,25.00,29440.00,,LAN_Retail,46000
2447,15,2025-01-15,400918,RTL,7,1,Americano,3662,,,25.00,35443.00,,LAN_Retail,91550
2448,15,2025-01-15,400918,RTL,7,2,"Hot Chocolate",2425,,,25.00,30379.00,,LAN_Retail,60625
2449,15,2025-01-15,400918,RTL,7,3,"Bubble Milk Tea",884,,,25.00,14144.00,,LAN_Retail,22100
2450,15,2025-01-15,400918,RTL,2,1,Americano,5013,,,21.00,48518.00,,LAN_Retail,105273
2451,15,2025-01-15,400918,RTL,2,2,"Hot Chocolate",1197,,,20.00,14995.00,,LAN_Retail,23940
2452,15,2025-01-15,400918,RTL,2,3,"Bubble Milk Tea",1750,,,29.00,28000.00,,LAN_Retail,50750
2453,15,2025-01-15,400918,RTL,3,1,Americano,1866,,,25.00,18060.00,,LAN_Retail,46650
2454,15,2025-01-15,400918,RTL,3,2,"Hot Chocolate",1083,,,23.00,13567.00,,LAN_Retail,24909
2455,15,2025-01-15,400918,RTL,3,3,"Bubble Milk Tea",1903,,,25.00,30448.00,,LAN_Retail,47575
2456,15,2025-01-15,400918,RTL,5,1,Americano,2240,,,20.00,21680.00,,LAN_Retail,44800
2457,15,2025-01-15,400918,RTL,5,2,"Hot Chocolate",748,,,20.00,9370.00,,LAN_Retail,14960
2458,15,2025-01-15,400918,RTL,5,3,"Bubble Milk Tea",2206,,,20.00,35296.00,,LAN_Retail,44120
2493,15,2025-01-15,400919,RTL,6,1,Americano,1182,,,15.00,11820.00,,LAN_Retail,17730
2494,15,2025-01-15,400919,RTL,6,2,"Hot Chocolate",2485,,,15.00,32305.00,,LAN_Retail,37275
2495,15,2025-01-15,400919,RTL,6,3,"Bubble Milk Tea",3371,,,19.00,53936.00,,LAN_Retail,64049
2496,15,2025-01-15,400919,RTL,2,1,Americano,5782,,,20.00,57820.00,,LAN_Retail,115640
2497,15,2025-01-15,400919,RTL,2,2,"Hot Chocolate",953,,,20.00,12389.00,,LAN_Retail,19060
2498,15,2025-01-15,400919,RTL,2,3,"Bubble Milk Tea",2451,,,20.00,39216.00,,LAN_Retail,49020
2499,15,2025-01-15,400919,RTL,7,1,Americano,3788,,,20.00,37880.00,,LAN_Retail,75760
2500,15,2025-01-15,400919,RTL,5,1,Americano,1329,,,20.00,13290.00,,LAN_Retail,26580
2501,15,2025-01-15,400919,RTL,5,2,"Hot Chocolate",1838,,,20.00,23894.00,,LAN_Retail,36760
2502,15,2025-01-15,400919,RTL,5,3,"Bubble Milk Tea",2407,,,20.00,38512.00,,LAN_Retail,48140
2503,15,2025-01-15,400919,RTL,4,1,Americano,1489,,,20.00,14890.00,,LAN_Retail,29780
2504,15,2025-01-15,400919,RTL,4,2,"Hot Chocolate",4874,,,20.00,63362.00,,LAN_Retail,97480
2505,15,2025-01-15,400919,RTL,4,3,"Bubble Milk Tea",1987,,,20.00,31792.00,,LAN_Retail,39740
2506,15,2025-01-15,400919,RTL,3,3,"Bubble Milk Tea",3351,,,20.00,53616.00,,LAN_Retail,67020
2507,15,2025-01-15,400919,RTL,1,1,Americano,7049,,,21.00,70490.00,,LAN_Retail,148029
2508,15,2025-01-15,400919,RTL,1,2,"Hot Chocolate",1874,,,23.00,24362.00,,LAN_Retail,43102
2509,15,2025-01-15,400919,RTL,1,3,"Bubble Milk Tea",1938,,,22.00,31008.00,,LAN_Retail,42636
2594,16,2025-01-16,400917,RTL,3,1,Americano,3504,,,30.00,29294.00,,LAN_Retail,105120
2595,16,2025-01-16,400917,RTL,3,3,"Bubble Milk Tea",4401,,,36.00,64133.00,,LAN_Retail,158436
2596,16,2025-01-16,400917,RTL,1,1,Americano,11384,,,24.00,95172.00,,LAN_Retail,273216
2597,16,2025-01-16,400917,RTL,1,2,"Hot Chocolate",6838,,,26.00,78413.00,,LAN_Retail,177788
2598,16,2025-01-16,400917,RTL,7,1,Americano,4697,,,30.00,39268.00,,LAN_Retail,140910
2599,16,2025-01-16,400917,RTL,7,2,"Hot Chocolate",3336,,,33.00,38255.00,,LAN_Retail,110088
2600,16,2025-01-16,400917,RTL,2,1,Americano,5572,,,30.00,46583.00,,LAN_Retail,167160
2601,16,2025-01-16,400917,RTL,2,2,"Hot Chocolate",1785,,,30.00,20469.00,,LAN_Retail,53550
2602,16,2025-01-16,400917,RTL,2,3,"Bubble Milk Tea",3578,,,30.00,52140.00,,LAN_Retail,107340
2603,16,2025-01-16,400917,RTL,5,1,Americano,3000,,,30.00,25081.00,,LAN_Retail,90000
2604,16,2025-01-16,400917,RTL,5,3,"Bubble Milk Tea",4968,,,34.00,72396.00,,LAN_Retail,168912
2605,16,2025-01-16,400917,RTL,6,1,Americano,1788,,,22.00,14948.00,,LAN_Retail,39336
2606,16,2025-01-16,400917,RTL,6,2,"Hot Chocolate",3969,,,25.00,45514.00,,LAN_Retail,99225
2607,16,2025-01-16,400917,RTL,6,3,"Bubble Milk Tea",4565,,,25.00,66523.00,,LAN_Retail,114125
2608,16,2025-01-16,400917,RTL,4,2,"Hot Chocolate",5013,,,35.00,57485.00,,LAN_Retail,175455
2609,16,2025-01-16,400917,RTL,4,3,"Bubble Milk Tea",3399,,,38.00,49532.00,,LAN_Retail,129162
2633,16,2025-01-16,400918,RTL,6,1,Americano,1190,,,20.00,10737.00,,LAN_Retail,23800
2634,16,2025-01-16,400918,RTL,6,2,"Hot Chocolate",2961,,,20.00,36045.00,,LAN_Retail,59220
2635,16,2025-01-16,400918,RTL,6,3,"Bubble Milk Tea",3616,,,25.00,57856.00,,LAN_Retail,90400
2636,16,2025-01-16,400918,RTL,4,1,Americano,2189,,,23.00,19751.00,,LAN_Retail,50347
2637,16,2025-01-16,400918,RTL,4,2,"Hot Chocolate",6725,,,22.00,81866.00,,LAN_Retail,147950
2638,16,2025-01-16,400918,RTL,4,3,"Bubble Milk Tea",2648,,,25.00,42368.00,,LAN_Retail,66200
2639,16,2025-01-16,400918,RTL,1,1,Americano,12000,,,25.00,108277.00,,LAN_Retail,300000
2640,16,2025-01-16,400918,RTL,1,2,"Hot Chocolate",8000,,,23.00,97387.00,,LAN_Retail,184000
2641,16,2025-01-16,400918,RTL,1,3,"Bubble Milk Tea",2531,,,25.00,40496.00,,LAN_Retail,63275
2642,16,2025-01-16,400918,RTL,7,1,Americano,4573,,,25.00,41262.00,,LAN_Retail,114325
2643,16,2025-01-16,400918,RTL,7,2,"Hot Chocolate",3048,,,25.00,37105.00,,LAN_Retail,76200
2644,16,2025-01-16,400918,RTL,7,3,"Bubble Milk Tea",1270,,,25.00,20320.00,,LAN_Retail,31750
2645,16,2025-01-16,400918,RTL,2,1,Americano,7335,,,21.00,66184.00,,LAN_Retail,154035
2646,16,2025-01-16,400918,RTL,2,2,"Hot Chocolate",1634,,,20.00,19891.00,,LAN_Retail,32680
2647,16,2025-01-16,400918,RTL,2,3,"Bubble Milk Tea",2364,,,29.00,37824.00,,LAN_Retail,68556
2648,16,2025-01-16,400918,RTL,3,1,Americano,2436,,,25.00,21980.00,,LAN_Retail,60900
2649,16,2025-01-16,400918,RTL,3,2,"Hot Chocolate",1514,,,23.00,18431.00,,LAN_Retail,34822
2650,16,2025-01-16,400918,RTL,3,3,"Bubble Milk Tea",2464,,,25.00,39424.00,,LAN_Retail,61600
2651,16,2025-01-16,400918,RTL,5,1,Americano,1724,,,20.00,15556.00,,LAN_Retail,34480
2652,16,2025-01-16,400918,RTL,5,2,"Hot Chocolate",1103,,,20.00,13427.00,,LAN_Retail,22060
2653,16,2025-01-16,400918,RTL,5,3,"Bubble Milk Tea",3078,,,20.00,49248.00,,LAN_Retail,61560
2686,16,2025-01-16,400919,RTL,6,1,Americano,1633,,,25.00,16330.00,,LAN_Retail,40825
2687,16,2025-01-16,400919,RTL,6,2,"Hot Chocolate",4066,,,25.00,52858.00,,LAN_Retail,101650
2688,16,2025-01-16,400919,RTL,6,3,"Bubble Milk Tea",4980,,,25.00,79680.00,,LAN_Retail,124500
2689,16,2025-01-16,400919,RTL,2,1,Americano,8891,,,25.00,88910.00,,LAN_Retail,222275
2690,16,2025-01-16,400919,RTL,2,2,"Hot Chocolate",2530,,,25.00,32890.00,,LAN_Retail,63250
2691,16,2025-01-16,400919,RTL,2,3,"Bubble Milk Tea",3647,,,25.00,58352.00,,LAN_Retail,91175
2692,16,2025-01-16,400919,RTL,7,1,Americano,5880,,,25.00,58800.00,,LAN_Retail,147000
2693,16,2025-01-16,400919,RTL,5,1,Americano,3000,,,25.00,30000.00,,LAN_Retail,75000
2694,16,2025-01-16,400919,RTL,5,2,"Hot Chocolate",2586,,,25.00,33618.00,,LAN_Retail,64650
2695,16,2025-01-16,400919,RTL,5,3,"Bubble Milk Tea",5849,,,25.00,93584.00,,LAN_Retail,146225
2696,16,2025-01-16,400919,RTL,4,1,Americano,2340,,,25.00,23400.00,,LAN_Retail,58500
2697,16,2025-01-16,400919,RTL,4,2,"Hot Chocolate",7702,,,25.00,100126.00,,LAN_Retail,192550
2698,16,2025-01-16,400919,RTL,4,3,"Bubble Milk Tea",2933,,,25.00,46928.00,,LAN_Retail,73325
2699,16,2025-01-16,400919,RTL,3,3,"Bubble Milk Tea",5080,,,25.00,81280.00,,LAN_Retail,127000
2700,16,2025-01-16,400919,RTL,1,1,Americano,12520,,,25.00,125200.00,,LAN_Retail,313000
2701,16,2025-01-16,400919,RTL,1,2,"Hot Chocolate",5000,,,25.00,65000.00,,LAN_Retail,125000
2702,16,2025-01-16,400919,RTL,1,3,"Bubble Milk Tea",2739,,,25.00,43824.00,,LAN_Retail,68475
2756,17,2025-01-17,400917,RTL,3,1,Americano,3657,,,30.00,30001.00,,LAN_Retail,109710
2757,17,2025-01-17,400917,RTL,3,3,"Bubble Milk Tea",4378,,,36.00,60191.00,,LAN_Retail,157608
2758,17,2025-01-17,400917,RTL,1,1,Americano,11905,,,24.00,97665.00,,LAN_Retail,285720
2759,17,2025-01-17,400917,RTL,1,2,"Hot Chocolate",8024,,,26.00,88269.00,,LAN_Retail,208624
2760,17,2025-01-17,400917,RTL,7,1,Americano,4638,,,30.00,38049.00,,LAN_Retail,139140
2761,17,2025-01-17,400917,RTL,7,2,"Hot Chocolate",3208,,,33.00,35290.00,,LAN_Retail,105864
2762,17,2025-01-17,400917,RTL,2,1,Americano,7580,,,30.00,62184.00,,LAN_Retail,227400
2763,17,2025-01-17,400917,RTL,2,2,"Hot Chocolate",2367,,,30.00,26039.00,,LAN_Retail,71010
2764,17,2025-01-17,400917,RTL,2,3,"Bubble Milk Tea",3530,,,30.00,48533.00,,LAN_Retail,105900
2765,17,2025-01-17,400917,RTL,5,3,"Bubble Milk Tea",5269,,,33.00,72441.00,,LAN_Retail,173877
2766,17,2025-01-17,400917,RTL,6,2,"Hot Chocolate",3093,,,25.00,34025.00,,LAN_Retail,77325
2767,17,2025-01-17,400917,RTL,6,3,"Bubble Milk Tea",4783,,,25.00,65760.00,,LAN_Retail,119575
2768,17,2025-01-17,400917,RTL,4,2,"Hot Chocolate",6252,,,35.00,68776.00,,LAN_Retail,218820
2769,17,2025-01-17,400917,RTL,4,3,"Bubble Milk Tea",3454,,,38.00,47488.00,,LAN_Retail,131252
2795,17,2025-01-17,400918,RTL,6,1,Americano,1573,,,20.00,13699.00,,LAN_Retail,31460
2796,17,2025-01-17,400918,RTL,6,2,"Hot Chocolate",2783,,,20.00,34309.00,,LAN_Retail,55660
2797,17,2025-01-17,400918,RTL,6,3,"Bubble Milk Tea",3233,,,25.00,51728.00,,LAN_Retail,80825
2798,17,2025-01-17,400918,RTL,4,1,Americano,2111,,,23.00,18384.00,,LAN_Retail,48553
2799,17,2025-01-17,400918,RTL,4,3,"Bubble Milk Tea",2469,,,25.00,39504.00,,LAN_Retail,61725
2800,17,2025-01-17,400918,RTL,1,1,Americano,8000,,,25.00,69668.00,,LAN_Retail,200000
2801,17,2025-01-17,400918,RTL,1,2,"Hot Chocolate",3000,,,23.00,36984.00,,LAN_Retail,69000
2802,17,2025-01-17,400918,RTL,1,3,"Bubble Milk Tea",2690,,,25.00,43040.00,,LAN_Retail,67250
2803,17,2025-01-17,400918,RTL,7,1,Americano,5132,,,25.00,44692.00,,LAN_Retail,128300
2804,17,2025-01-17,400918,RTL,7,2,"Hot Chocolate",2812,,,25.00,34667.00,,LAN_Retail,70300
2805,17,2025-01-17,400918,RTL,7,3,"Bubble Milk Tea",1366,,,25.00,21856.00,,LAN_Retail,34150
2806,17,2025-01-17,400918,RTL,2,2,"Hot Chocolate",524,,,20.00,6460.00,,LAN_Retail,10480
2807,17,2025-01-17,400918,RTL,2,3,"Bubble Milk Tea",2221,,,29.00,35536.00,,LAN_Retail,64409
2808,17,2025-01-17,400918,RTL,3,1,Americano,1455,,,25.00,12671.00,,LAN_Retail,36375
2809,17,2025-01-17,400918,RTL,3,2,"Hot Chocolate",1069,,,23.00,13179.00,,LAN_Retail,24587
2810,17,2025-01-17,400918,RTL,3,3,"Bubble Milk Tea",2743,,,25.00,43888.00,,LAN_Retail,68575
2811,17,2025-01-17,400918,RTL,5,2,"Hot Chocolate",1164,,,20.00,14350.00,,LAN_Retail,23280
2812,17,2025-01-17,400918,RTL,5,3,"Bubble Milk Tea",3052,,,20.00,48832.00,,LAN_Retail,61040
2851,17,2025-01-17,400919,RTL,6,1,Americano,2927,,,25.00,29270.00,,LAN_Retail,73175
2852,17,2025-01-17,400919,RTL,6,2,"Hot Chocolate",5636,,,25.00,73268.00,,LAN_Retail,140900
2853,17,2025-01-17,400919,RTL,6,3,"Bubble Milk Tea",6097,,,25.00,97552.00,,LAN_Retail,152425
2854,17,2025-01-17,400919,RTL,2,1,Americano,7445,,,25.00,74450.00,,LAN_Retail,186125
2855,17,2025-01-17,400919,RTL,2,2,"Hot Chocolate",2470,,,25.00,32110.00,,LAN_Retail,61750
2856,17,2025-01-17,400919,RTL,2,3,"Bubble Milk Tea",4885,,,25.00,78160.00,,LAN_Retail,122125
2857,17,2025-01-17,400919,RTL,7,1,Americano,7395,,,25.00,73950.00,,LAN_Retail,184875
2858,17,2025-01-17,400919,RTL,5,2,"Hot Chocolate",805,,,25.00,10465.00,,LAN_Retail,20125
2859,17,2025-01-17,400919,RTL,5,3,"Bubble Milk Tea",2151,,,25.00,34416.00,,LAN_Retail,53775
2860,17,2025-01-17,400919,RTL,4,1,Americano,3287,,,25.00,32870.00,,LAN_Retail,82175
2861,17,2025-01-17,400919,RTL,4,2,"Hot Chocolate",4518,,,25.00,58734.00,,LAN_Retail,112950
2862,17,2025-01-17,400919,RTL,4,3,"Bubble Milk Tea",5022,,,25.00,80352.00,,LAN_Retail,125550
2863,17,2025-01-17,400919,RTL,3,3,"Bubble Milk Tea",6172,,,25.00,98752.00,,LAN_Retail,154300
2864,17,2025-01-17,400919,RTL,1,1,Americano,14549,,,25.00,145490.00,,LAN_Retail,363725
2865,17,2025-01-17,400919,RTL,1,3,"Bubble Milk Tea",261,,,25.00,4176.00,,LAN_Retail,6525
2918,18,2025-01-18,400917,RTL,3,1,Americano,1250,,,30.00,10255.00,,LAN_Retail,37500
2919,18,2025-01-18,400917,RTL,3,3,"Bubble Milk Tea",1086,,,36.00,14931.00,,LAN_Retail,39096
2920,18,2025-01-18,400917,RTL,1,1,Americano,3432,,,24.00,28155.00,,LAN_Retail,82368
2921,18,2025-01-18,400917,RTL,1,2,"Hot Chocolate",1832,,,26.00,20153.00,,LAN_Retail,47632
2922,18,2025-01-18,400917,RTL,7,1,Americano,1264,,,30.00,10369.00,,LAN_Retail,37920
2923,18,2025-01-18,400917,RTL,7,2,"Hot Chocolate",1129,,,33.00,12420.00,,LAN_Retail,37257
2924,18,2025-01-18,400917,RTL,2,1,Americano,2055,,,30.00,16859.00,,LAN_Retail,61650
2925,18,2025-01-18,400917,RTL,2,2,"Hot Chocolate",596,,,30.00,6556.00,,LAN_Retail,17880
